pool_hash;ticker;name;cluster_id;cluster_name
fb2ef0b6933e23890ae8ca4a4d3137f61991aab76b33a2426e0f6aa2;RAOOL;RaspberryPool;;
704250c3f9c01ccaba43aa137c4185befa811cea0693fd736ee04e8e;FUNKY;Funky Penguin 🐧;;
c132bb4962a7c9a55c7cb0d5dc11cf59cc54e0537fece7e717a1b4e9;LUX;🌛 Pool of Luxembourg 🌛;;
7892c4b910d8387fd224506a7bc86ea6561309b4c3e431795e478f52;ORCA;Orca Pool;;
654d96593e499e70889eeae16a15ad8682f8349fd1b77726bbbf8a6d;DIVY;Discovery 1;44;adatrain.com
9dda57fac3474adbe8b64be48aafeff6aa31f59909231f202b642d33;TOPO⚡;TOPO Pool;;
7b8e8dde611a7776fc3a9864b3b62b86ab345406871fb1c62db84c11;S4S;Staking4Science;;
67252e8f1717968ce146e8bac1c3af19d634c79a3d5ff44c0a0d6cd8;"";"";;
c548ffb862e41fec46a1254cf8cb8203bb138b6c6bd78f7db4b87de0;M₳RS;MARS: Infinite Rewards;46;outerspace.money
e9ef42e5fe6e45c46565d601cf66e9006d84bfb7fa8ace69afd0ad5e;BLCLR;Blue Collar Crypto;;
a7b2a175b2e439acc125decd1f4d3a8e42a4744dcfe74dddf527c386;AION;Aion;;
a24a0b7f7dec890db8c59c47646290522234a522a98f00cf2d589a80;WEQNT;WeQanhet;;
800cce924571de8aa9dec5ffd29a9aeae5ea49c6658761aed866092c;ret0n;ret0n's ADA Pool;;
11cad31f95526b86724c84b818228fc2500bca5ce9b2864a85b94058;CO2P;CO2-Pool;;
2d7b9cc48f42146174e7097239d04fe7e05722d639b8b5fa2c62f2d6;KODAI;KODAI Pool;68;otakupools.com
fbc13e2e0c463f2f9663b2548996ee4a50fe420a5278e5ff8cd7f600;OKITA;OKITA Pool;68;otakupools.com
2a46b8dba635aac1d4d174fbd0cd7c7f3ef6c330e7bce483bd76297a;AGAPE;agapepool;;
2df92e9f9cbe0a719bb26f2fe264c829d435c40cd43ee0a623f7114b;PLUTO;PLUTO: Infinite Rewards;46;outerspace.money
40183423c226189d508db4b21bf94b790cf4d096134a9afbc2bd5318;SAND;Sandstone;;
f5a37010d68963bdfa069ea95573e493d34e985a5a5aea43aad39f50;CAADA;CanADA;;
85a0503824424acda33cbd675ec611d5a34c44131782da800c750eaa;STEAK;Steak Pool;;
0000066c3b2b15f7aece355a112ef141e9fe84d2e2152d4398986e40;SILVR;Silver City 🗝;;
00000722842ca5ae6575eecd1ddb629e7a61fef816c22a75bbfb1ad4;SALUD;Salud 🥂;;
00000a1e448bdd902bb3884d1df7f26efaec3afadfeb719f65cf0051;COAST;Gold Coast 🥇;;
000007aa46044059162dcb0250ae057e17b3ba2378d19b17d3472419;ZENY;Zen ADA Holdings 😌;;
4b4e09f1acb8957ecff8c36091b9a6dedce48c9df8f64d7744d2b080;MOST;MOStaking;;
88cc73feada202ed17343e969c373c16cda4a8902d02094ff3dfc438;btcs;BitcoinSuisse01;;
0db403b246e3eafac8407b42bf2719208a4e53dfd9a9884f275ef19a;CABU;Cardano Abu;;
8df1ec97a60edf8af20f88dd8714ba59c44152b4505f70f759b848a1;AZER;Azeroth;;
76b223c64aff43bf8b8d5f38e22365fb96a8a9f1b6412a467e249ab7;NHOP;NinjaHangover;;
0ef51a2647859b6bbfecbaf044757922eb35d512a0fa151c400e7c36;WPOOL;Wolfpool;;
e151c6e13d6e6ffe8ed7a99ab40d31164592f8fb1ceeb1b24db49d2f;NCA;No Central Authority;;
ca6475b755a0a31d8cf77b9d42520ff8b5274bd9a5712aed95ac14ad;ABBA;ABBA - because Staking is like Good Music !;;
f1e470e5967d43d257e8128b82928ab45e607fdceca826c0020f4b27;CASTE;CastleCardano;;
730978fb63da87837a886054ac3470251d17bfb23fd1f98886125579;BLUE2;Blueskystaking;;
67194cbb147c6474b52ef61dc60231978f5857c303dc6d9768bf2251;QNZ;QuantalizCardanoPool;;
d366f39bad506a5ed9c7be9d2c0cab997f9d48c46475a2486cb85223;SEA;SeaPool;;
be6d07b366b26dd577682e0e499c0d81988d8b3f49b52b853691eeba;ADA;Cardano24;;
50d94f52722e12c23c755dfd258a868cd7a776eb783344b4743f306f;4BIZ;BIZ Pool;;
df983a6e50640eab5e840968119614737ed4a9871e87b0b0e2a78813;BROTH;BrothSoup Pool;;
66b6d414db2f4ef941ef11a91c6a7d461d4dbf65f3e7baec950d87f2;FIMI;FIMI.VN;;
1b2523e031e0efe6e5fe0edf8c82fd51abf33a1a2feedad5456ef4d9;DINO;Dino:) Stake Pool;;
65252f1b9b65ab99a1cc00ccb7d9370b6dcc01846ef7f7380a37b571;HOUSE;Stakehouse;;
bc06939875c121b22df4f3c8b55192edcfaf7a2cc14b7386071d3c46;TOPAZ;TOPAZ;;
9bb1c8f7f46277e5c5ab6139cadffbfb3226be98a3227d00afbfc2bb;AARD;Aardvark;;
3b40156bab70f436f85a870d2da38021c44dd3b15a16ccf3a20424e2;STRM;STRM-4-ADA;;
6ea2bd81ea5a176f11ba469412deb5754c06a04521e56de0625a77b0;CELL;CELL;;
fddc2812f7f376e2bb82f00d3dfd42a65348be3f0fa464420a04fab5;UNION;UNION;;
3918054afa129a4314a98019a38121c8113b5986c857636c35cae669;ITAS1;The Italian Stake;;
ffdc9eeb236dfd63fa4fd1142294a596307ae27913ae82e550e7c687;MEOW;"&#128008; MeowStake &#128008;";;
ed6a2fb43057bac61d5beef6afca31d8c760344b896641a2746dad19;ADD;ADA doch_doch;;
5c509eb80b85bb3c2b80be62d6eb3814dcdcf762c1d2ca2446a6e4c9;Jumbo;Jumbo Stake;33;iohk.io
73096f5303f3626021bf17f13903763eea9a043642cd305eb18e9948;PASK;🇨🇦 Pask Pool 🇨🇦;;
2f4e768d6769a2ee28b93d198f974e9424b2b3f3fca8b1d48d90007d;ADAVZ;Adavanz;;
29b4f77575cf0f0bd5507d1773fea1d64a3dee78d215dd57f2acc3d4;SNODE;StakeNode.One;;
d97b3167a89cdd7badd78b3f661e24b93550d84aab64c1c918ce2532;MRVL1;MRVL_The_Hulk;81;mrvl-staking.com
a7ce13b0e41364cfc59bfe81d499ee412b6d2cb13cbef01155743e87;SAvvY;The Savvy Pool;;
f3cc723ca0ffafd9cb569b505cc3f2340d951592c7de4d2c6e39d8c6;MELON;Podaj Melon;;
7874e696cf4baca102c098067ca483f2370d2bdc958ad322dadf650b;BBHMM;BBHMM;;
4eb1fac09251f8af19ad6b7e06b71cbad09dbe896b481e4670fe565d;ASTRA;Astra;;
bb224ee756ce73c513d9e43323560e6ab644db83fb57eff613503953;BLESS;God BlESS You;;
d39231fdecb829f683aae46c23ef651fbf40efe0071fad7909912c9b;ADAMX;ADAMX Stake Pool;;
fe3e591c4202f0daa1484d048c9b00dcf725b259f3fd7e066826e570;DUNE;DZPool;;
6206412e5fdbd03edd48a22686bd9fd92a289070dd5577bef32ebd9a;KOKS;Koks Pool;;
b52214d5c29ab51c3cf98b87142d736a738d9535e0b3646178316be6;VAULT;StakeVault;;
de040bdddb4bdee99ef029a94d3b05e732b59b041386ce5fae7a5b68;ASIA;Global Staking Pool for INDIA by Ritesh Patel;75;arthurjgoldman.com
40025cea93011e079dac0417add8a9260ba8373f851a39e20d151a75;ZEUS;Zeus Pool;;
df20194b13da05eb42b09d2430e3343f6ba835a403b172d3b3f4c7d2;CHINA;CHINA Staking Pool for Good Fortune;75;arthurjgoldman.com
6e67b485616dc8a604e02a96b1efbf4c6c49919eea39c6805901e2df;ACP1;AdaCryptoPool1;84;adacryptopool.com
9442fb70c2d5869a5ef18da223748c35cad46fb00512c9b52dfd4724;CLOUD;Global CLOUD Staking Pool by Digital Entrepreneurs;75;arthurjgoldman.com
6698ec8b182b44122acaf57dfcee1d3e92669512f9329dd0cca60090;DMG;DMGpool;;
688548655448745d74c4b61da7383127ea9b56b2c6944ca7e3071893;ACP2;AdaCryptoPool2;84;adacryptopool.com
6d627f43db80a56ca28e79821119ab1425eef6e903519ca555cec97f;"";"";;
4523431595deae13cb59db46a3f8c34c88cc89756c57310ea96d8df0;POKER;Global POKER Staking Pool for Poker lovers;75;arthurjgoldman.com
bcc34d3c45cd3b8770c75c91c3023a9146aa505c4bd5cf094dae9acc;LCP;LovelaceCommunityPool;;
738585e4df0f9fb93dec66a9bfddd770f309d0f029bd2fd570732c8f;UKADA;UKADA;;
cfbee6efbab66ac5ae9b5a27e570d856ba2f0bd6c84fc36316933df8;KING2;Global KING2 Staking KING Pool by AJG;75;arthurjgoldman.com
878b802dd6a4155fe216cf9f5c58deb283d44cf7c168333091325bdd;UK007;Global UK Staking Pool by the Three Lions;;
08b0c54264e2713931ba9de737e8bc9189d45ebf60983cb8dc7e3573;8BLOX;8BLOX;69;metablx.com
3199811db9dd4dc48a7eab144f261e7976974561017515dc48a66749;DUBAI;Global DUBAI Staking Pool Crown Princess UAE;;
e15885989c0b63ac0a0d65e3728867cf6cd0661c41e5ab2a6ef4e022;MAGIC;Magic ada;;
4c15ba0f7f36b581e1ce18e095070695d96f584de0f00e41b16511bd;BIRD;Early Bird Pool 🐦;;
e9b53e437809ee7efe00df32061b95d5e3e4ed8920d44d38bfd54fac;ADA1;ADA_1_Percent_Pool;;
7ca2ff20403531c018489930828dc42717222b2025e76df15cdcb58c;NADO1;Bitnado.io;;
ef3b39f506cf2c93073d95a6bb45b354f685c0e5fb17727104faf015;GSOL;GodfreySolutions;;
65756dafac82c94f741f3aaafd164a0e9c60e0368c9546641de7295b;JIFF;JIFFPOOL;;
227b824daf6762372bcb97da913e89d5d32ba591d39cdbce2d22ae90;PARAD;Paradise Staking Pool;;
1940494163c3e8f9c907fefce31287f5768e454a613f29adb0dd0083;CPOOL;Cardanpool;;
fef2921a96ef6f18e4f71051bf1d205dee89483a5795fabd0f69b9f7;CPL;Cardano Pool Live;;
184f9b71917abc374496e25d3f0aacee1739097767f2284132b151f9;CETAK;AUTOMATIA;;
bcfd7fb870c5c04b702e70d6d4d98b572bce999041897d0b51f3e215;BLOC;BLOC pool;;
828194edf77d6a55b5d0bf9da43bdb996676c5d538b9387ccde8be94;KAZE;Kaze Network;;
e3f8a83cefed03fe4ebdc4f50f3cdd880a7c2fd0b2ce7ff9da9cdce2;VOLCY;Greg [VOLCY] ADA STAKEPOOL;;
34736425217f45cc1f6e59a88bd253e50b90f47ea206ec7f26afdfc5;AGIO;Adagio Stake Pool;;
2671702f26f947ecc114861c4983bfdc8616d3fa2bace18dd4a91e65;ICRYP;ICRYP NETWORK;;
af22f95915a19cd57adb14c558dcc4a175f60c6193dc23b8bd2d8beb;EMUR1;Emurgo #1;55;emurgo.io
04357793d81097a7d2c15ec6cd6067a58cdd2fb21aaf07e56c306ecf;EMUR2;Emurgo #2;55;emurgo.io
c34a7f59c556633dc88ec25c9743c5ebca3705e179a54db5638941cb;EMUR3;Emurgo #3;55;emurgo.io
c5293f2ba88ac474787358b9c2f4fae7b3c4408f79cdf89a12c9ece4;EMUR4;Emurgo #4;55;emurgo.io
df1750df9b2df285fcfb50f4740657a18ee3af42727d410c37b86207;YOROI;Yoroi;;
1b6f9f775b3605816ccb3a8d5a8d46aad8cd2f675c0712cd9fa0bca6;USSF;Milpools;66;milpools.com
16712d380315b12dfdac18ca550571c6ab040ef6be4c682e2a837f09;TBO;The Blue Orange;;
8e8af8edf6ea15ddfd1d5103811dd34f9b4a28082517a6094107c5c0;DEEP;DeepEnd;;
c2a9551cf5a0f7e80558974b2476e11d2dffa8b01c9a215cf50f0f5e;CODE;BlockNgine;15;blockngine.io
a4b95b2c1b5dfa560c95da6b5b8d41824eff4ebdc5e5ed08fcbf5c87;S4M;stake4me;;
756d13b231bedef4d4e7fe498278d51fbd8d091d329d17baeb1d935e;ROOT;ROOT Stake Pool;;
10bc63e4689bd58b8a7d248a99360a45a80d047b0b4752a7b00b754b;CRYPT;BlockNgine;15;blockngine.io
18652168f6def2b2184bd8e0b1b9023fcc9d31edf3008714e3a18e3c;DEW;Dew Staking Solutions;;
1c0e6221a71b41290e9cdc1ee2f02e2f1c31d99c6124c01dcc1c6d9b;XEON;BlockNgine;15;blockngine.io
2656fab6a4b043ede4fcc2a46523e6198e7b2cbcbed9a966fe35b6be;HODL;BlockNgine;15;blockngine.io
fc88e862f18afc8ea5eaee720b003cb71f3405df2a76faafdca43f43;NGINE;BlockNgine;15;blockngine.io
2d790b2ae76601a238e53429d80d8e5290f3db0927946224739d91a0;BLOCK;BlockNgine;15;blockngine.io
fcedaf183e9430acc484e4e290f40cb19e98e0e07efea2a327a71b94;WIRA;WIRA Pool;83;staking.wira.co
a076d1ea6e8a35bdafc3ca3290abe334672edde80ba1306fc5ae2ae8;4CHAN;/bizpool/;;
ceb171ac6a0d0986043c266263a88b09ea4c39e1cc342dd9c5f2b811;WIRA🌎;WIRA Pool (G1);83;staking.wira.co
ee98a72dfb3ba43e9de2e39ef825a69d5d45627d2e918ea3e260f2dd;MS1;Moonstake 1;8;moonstake.io
780623d70c1168241e1d4d623e5e14e7f02e701b536329e9a735ad61;ADAPT;Adappt Online;;
b5d030e4abece7e239210b1af14eba911af89013ee7a53de77072797;WIRA🌍;WIRA Pool (G2);83;staking.wira.co
d698c67ed52ea02dae75e0b4e4601a6c86495bcf40c3d0bd44312019;WIRA🌏;WIRA Pool (G3);83;staking.wira.co
4a57fbcf474c7f99415c894386d0118890e9ff9b1854f68f58002c67;ARKA;🇮🇳 Ray of Light & Hope for the deserving;;
7bb4d04389fdc7816d9fcd3aec5c585e61635b31c65fd9ee6c175535;WIRA🌟;WIRA Pool (S1);83;staking.wira.co
237795878bfa5352cca325012e073b344ce337a1dd752cd3d5ea4cdc;MS2;Moonstake 2;8;moonstake.io
85a1b1fdce83908d3fb63bb5eba68ed3eef009680b282468e27e9c81;WIRA🌠;WIRA Pool (S2);83;staking.wira.co
81857936f8c1fcaa8936e2eb23429f39bdc6cd0904f1d5d64cfbe14b;ZAZA;ZAZA Cocktail Pool;;
08ac812c4721d68695614f3dcde425f1bdb7e298b3da19a9805a54f5;AKA;Stake Army;;
412ddc857057bfcd4e501f2e7f8656ff3f8136f1239a1b063d543f98;VODKA;Vodka Staking Pool;;
6bc59f7f4b3a25345355141246fb8ef427998612b95bdc75cd08ca85;MANA;Mana Pool;;
7ec66998491506e44d95c0bbeee93b154a019bbc11129754afb8d524;AOA01;AOA01;;
9ac6f4118dccc20d978e7239d73d47e939cc594c350effa8711f5ac4;FAY;Cryptofay;;
211b3efbd6548e40552e79daa7a85ad55114b3ac4b01245115f9b6e1;CYPOQ;Cypoq Stakepool #1;;
feaf6e416cd79649df5a7575b240b5740d7735a80a8f688e8b73bf06;CASCH;Swiss Staking;;
e94c464e6994f92111f356c29a8c4b6b87080faea06897eb60fa2758;LAKE;LakeCardano;;
a5612b0dcde1dee0eb73932ceb529d9523fab23e1544ee7d3db7aacc;ANZ;Australia New Zealand Pool;;
80cb48c2953a78d25f69dbcea305fbcce0c520c25d401cd75a259cf1;BRTHE;ADABreathes;;
7f6c103302f96390d478a170fe80938b76fccd8a23490e3b6ddebcf7;GOAT;Goat Stake;;
36eb3efd97891be08b02f8cf57565f1136e00e70bfc2c3bf87868593;IFS;InfStones;92;infstones.io
dc5dddfa4734bb70d3607c469b613825696cb049266db693d531d174;LATSP;Latin America Stake Pool;;
30432a0b85b6f80b3e9cd356d8b76b9793f5530c91050c1688da4922;MS3;Moonstake 3;8;moonstake.io
dfd6ebd73fca6256db9c13e87fa13c61bc5c51d898a3017791e8ef02;PARTY;Crypto Pool Party;;
36d2b3384005b883f05f54d4461afbd59eb354725e7e553a4860fe9b;QUARK;HashQuark;;
81876111eb247d0500dad621803b98683ecced72f97590c75b02473b;STAR;StarPool;42;staking-fm.site
77ba6bd2beb61a2992489b3f4808fa5f7ad9c256124ebb1c6aa759a4;ORADA;ORIONADA;;
991a64a6e3d866f4af4e0a2bfd61c15486a47ccc352e61e8a6b4fef8;WRLP;Whirlpool;;
59239a40488fab7b31797465d3fa77f15a0cf765c81145edc297c925;JPNIC;日本ネットワークインフォメーションセンター;;
0abed0bdf287e9f298282efde1759706ddeeed68a4fe97c9dc6ff8a1;WOLV;WolverinePool;;
b888707321f1add918c7fe43429159183ff8e075abc5b2bf0bccab7c;NEOPD;NEO Pool of Ada;;
29df06255834d24d6a149224cf114a371bea08b64e7537e224a561a5;HYPE;Hype Staking;;
2712cdefc15797977ebce6c165c442fcd312cae1d395f5ebd1b0492c;AGRO;agorapool;;
2099857fb19f10292c0a18e272dc216dcafcff1a5387fbeca6a2f284;EURO;Stakepool for Europe;;
50ec1c61547baef8efd5fb3a0bce4759cbcdf72a62948022834d7cf2;GOSLO;Slovenian pool;;
880f6f960fb7121fbd92dcc76525531167fcc6c5fc43315eb3ca3a9f;TAO;Tao Pool;;
989d03a92eb15d8649004a9cc0558ae90aa2ac300935ef1ba511d5f0;ANON;Anonstake;;
fd9f7e46723207d8e7684f7d1568f9f9ca011179c252f488453abac6;IMPI;Mirabilia;;
84c9de7f612d7a6cfbebd805fb0960997a65d09608e4b35e2044e34c;ROYAL;Royal;;
e594951faeec31cb8efc70c3e36887f18f8bc62c718f25ec64807dfa;POWER;Cardano Stake Pool;;
e2eed9f58a161573050ab9324252b4fcccbf9fe06e1a034b6f91d748;ADAST;AdaStrong;;
eddd529ca919280b9b3bdd1a4a520491cc4f43efc32e4c071037f618;SITG;BotBoutique;;
a8a82e00853b4b4d62cb24b825f65ee57b574b273e0f970a606df5c3;LINUX;Linux Pool;;
ce19882fd62e79faa113fcaef93950a4f0a5913b20a0689911b6f62d;ADLT2;AdaLite Stake Pool 2;37;adalite.io
18ae4e392e68ad0d958a164e1ff49b63591e3ea62f5ebddd0ab0cdeb;BTS;BlockTechSystems Pool;;
23eba99f91e0a9454f77115c6f498a44cbf22c8c77e6bcaec4eb180a;PRIME;Staking Prime by PwC OPS 🔥 24/7/365 Availability;;
51a352c4bad2fe2ff58a6770ea310d1ebac9fe9f1e71f43a91d8ef3d;ABI;Abiola;;
50a251d84927d932b9393cb462f300d215faedd5e8a5e791e869f32c;BRAVO;Bravo pool;;
68f866aa0448d8066426be9e913c171f7f8cc07c0def4eaf92e5df2b;BSSP;Black Star Stake Pool;;
0115102819d567aeb897189fd2fbf68d442c3101b2b3560377940fa8;WATER;The WaterBear Pool;;
4ec969524032c26e3d47a29e5e8e3e5f5d45074701fd3da34c0e2d77;DPADA;DPADA;;
7e82a949dc775005761ec3446a9358261416cbdd8de2c6530cb3270b;VOLT;Voltairera VoltPool;;
5cd2d541b05ee59b99cf4b6262bb0ff17d4369f0e54c161653bc3bb5;CSPL;Yet Another Cardano Stake Pool;;
a00a0c8a22810f8c49543c3ab1a65e86314fcf7d856b5e4694900ea6;NGW;Nomads Gone Wild;;
bfcab9bc01e4930868b7d4871764387e7cbe6058b853cf4f95df5efd;HISTK;High Stakes;;
325b0ae898cd61e798973d0d7cc48508eeb4189d92e356fee1757b60;OMNRA;Ominira;;
6b3d0a2675d95b9c9e7861a97b2d3b84cdaea08dbcfc538d2d04ba2e;BOBA;BOBA Staking!!!;;
2a75eaa83fd90ceabaab15f2e7be20d7b0953bd8d698a3ed76d27c93;SWICH;Switchool;7;teststakepool.com
581f191fbda6c996fc6734b4bfae0b6c274c84660570da8074aeeec5;CYBER;CYBER Pool;;
bf02fa6c6f453808cd0a336a0084f16dd24840c3e727d0aee4e6d943;CASTA;Castilla;;
1cd122b3ccee22046d1b1dd46a6f3a1d339de527656b88ab55a16ae4;ACEP;AcePool;;
c37dc293331bd9615cb697a77b9147265472ef97c3513b9182f0e22f;WAAC;WeAreAdaCardano Pool;;
19cec83f40645921cdacbe5ceb89e716356efb2071989ac17095233a;ELON4;💰 ELON's Money Machine 💰;;
2e3a931ab9fba9dfe38934350134d5ebd30056c800626ddea07bca3c;APLUS;AdaPlus;;
39654d8b4eebd091f6ce64d4be8fc05c5e50187b821b9a334076ce55;CCJ;CCJ;116;ccj123.html.xdomain.jp
8871f659c6ce6a29afc0c52963cc872898db31235bead5b4a514b746;CCJ2;CCJ2;116;ccj123.html.xdomain.jp
4a2aa209e00f2926bd0d8a286592bbdea4d35a593c05d41efe29e642;CCJ3;CCJ3;116;ccj123.html.xdomain.jp
86d56db6754947d5c6dfd788568c189cc188d448aa6bc4ee634f655a;LTES1;Let Them Eat Stake;;
f83cb7810af45813ad4e16f2497a0d02997e2987f4a41fa3830a4d88;LEO;LEOPool;42;staking-fm.site
90e1b6f74ae747a8b8736eda88cb816af7b5c0db9817ad0e3bdc62e9;AHOY;BROSMETHEUS;82;not available
f8328a36320b8719b07da68f3b28f019feb5907ac26a42420d3680b3;GAGA;GAGA Pool;42;staking-fm.site
e98e298624ce6efe34635318bdd5d634bed732bb238989d3d1b6fc9e;GAGA2;GAGA2 Pool;42;staking-fm.site
c4a4b16b33b63da2117f4a84d3ea686f34fcf9f4603ce016af9e39aa;LEO2;LEO2 Pool;42;staking-fm.site
20b95f87c93f3be9e5094c8fbdb924f9ab8b5e1c7bfb542d3a8bc7fc;LEO3;LEO3 Pool;42;staking-fm.site
195a96523a7f7e1a36ef53ecfa3db59d4972dea8dc0bf4be03dd622a;LEO5;LEO5 Pool;42;staking-fm.site
699c814b5a0f3bf2d35b9b0adcfed9fa0fe891881a9ad3c15e2edf73;APOP;ADAPOP;;
e455088c9164ae075f0300bc1a7234c30433556c6b88d4301a06cfe5;LEO4;LEO4 Pool;42;staking-fm.site
2eac123f4a385bfdbc01cb6139cf0b1f2643470c5bf88efc72af55b3;SAS1;StakesStone;;
a284343fcb143cc961de06aa33d32866b291d0bf81275650800188f6;PTON;The Princeton Pool;;
4cd59d541139e7c82d13f63af5f668375455f6822bcf802b1498972d;BEACH;Cardano at the beach;;
00beef284975ef87856c1343f6bf50172253177fdebc756524d43fc1;BCSH2;Blue Cheese Stakehouse;22;bluecheesestakehouse.com
75f7b7dec6e4c973407a6a64132961635f405f2c3a9ff31598db01da;1COMM;One Community ADA;;
37c37fde7262737abd98024a96e5c25c25ab10c0d69f5b77180b1efe;FISH;stake.fish;;
b5b762b66218e4b9c3325ac8dce360d44d5686df9f9e44ff2dee5b39;LUM;Luminapool;;
fa6ecac0a10fb561de74bd94c16ef8a20727255a9b10f56f49ab7148;T3CH;T3ch Pool;;
9cd2e5e69fb8ce334899af4fb3d86ba261cd260a444a8d6300796600;IFS2;Infstones;92;infstones.io
bee1c394dc9670ccaf70d1d73566e9d83c40311fd1a09f1742ab0bcb;WIRA🔥;WIRA Pool (F1);83;staking.wira.co
fec0c5f77fb6eac6e01124a0a11af032b322157d4c35a14361732d19;WIRA💎;WIRA Pool (D1);83;staking.wira.co
9f0daee27f33dbcf42054dd0a0de5fe8327f7eaec707f9d07a4bec73;WIRA👑;WIRA Pool (C1);83;staking.wira.co
5642f146ea05d38dc3febfbed0a135c265fe0cac2fc0ef9cd273620b;WIRA🏆;WIRA Pool (T1);83;staking.wira.co
6b2a46607f55b29ec1b50192708b9a2d2610012d133e4ef2ea301374;ION;Creaky Ion;;
dcfbfc65083fd8a1d931b826e67549323d4946f02eda20622b618321;ETR;Erik The Red;;
0cc4e441026e975f1cf048fcd3489c86424014dd34c244e268cb8095;PHRCK;Staking Rocks!;;
321cc307b088cf3620a27a6986e083a69d724edf2b43d7f2c10544b9;THORP;THORP - Trust Honestly Our Rulez Pal;;
c9ee494fe00ee83f3b3419496d4df6e5dfff24ae53424f86fae564b8;CRTX1;Cortex;;
039a94f0e1106857118e448297db4d6d33faded2618f74432e31d1fa;GAINS;The 💸GAINS💸 Collective;;
95eb8ea6bd4ce4d44f27d969d6b6e58e7c24e85f999e1b513fc309f8;LYDIA;Lydia Pool;;
81513973d897547309a685b7053aad72eda7291946e96aa30639689f;HOARD;HOARD;;
85ab02e372c1614e3a82973da5cf91bcb1e04aa8cf720f06042925d2;QUBIT;QUBIT;;
a1939bf991b0e92af264cc0469a5848d4adadcf02aaf5335df55f0bd;"";"";;
224d7939df10e8de9d57f7a443c676e0c972f9f9268440b4e5493402;ADMNT;ADAMANT - 'In code we trust';;
3f410945cd86c4352dd8ba3adb5422fef965487886af3450ee49c39e;CSR;Cardano Stake Rewards;;
fb377ccd85a754a25a6a90a1884750dd828409762b6e89fff1791f8d;DITF;Decentralisation Is The Future;;
da7659a5e9c29d69e0b5698996cc916197b6556fa7460f604434368f;BYADA;BavarianStakePool;;
cba1419077fd3a23e5036727a3994e6dd0c5dcd259bdb89df6863431;ADAPH;ADA Philippines;;
2beaa09cc4c978dfa0c834f538d0f733f8fdcb99461c130fadb4581b;WTCHR;WITCHER;;
f218d7c550fecc856bdf09c6ec12d64f68a59b6727f29bedb06d88b1;STPZ1;STacking_PiZza;;
33804ceb7f4add2479faee0544c802f2369a81a4c94a284bef8f6a3e;ANET;AdaNet.io;71;adanet.io
b9b41478b2016c6658581aac47346e8496481da45bebd2525a7dde39;SPP;Stake Pro Pool;;
70e483a5702e3907e4079113470209ceab93ad83070c84a62b20b350;TCHP;TricahuePool;;
03a65fd582dd4701b696c9b9d483f0422bd09fde6439300775200e5c;NOMIC;Onomic;;
4d470d31f80c01d797996b43abdfe7339ae5b408fb31cc655a80ccd7;LSS;LongShortSignal;;
2f17551ea621427535afc23e233b2d6a40ef44999ced2b6b7b0ea8fc;FOX;🔥FOX🔥 Stake Pool;;
3cccaa9af6c65d911983921a1594285e8a1ca467a6ce0e9d2d936bbd;AYE_1;AYE#1;51;cardanostakeada.com
3c7301b939b6ff6d55b23607bffeee76e1ceaacd8d97445d38945211;BANK;BANK OF ADA;;
adfd8912df98d2a27f9a428472ce82c5b2408dd1d7e0b77beea59807;HIMAL;HimalayADA StakePool;;
f8fc147f73cd428fd66498a253e3849352eba1e6375a78e404543576;EASY;Easy Stake Pool;;
ca3933242172d1f2722b3eabc07b4478b8fa43c1937b1c9505a4ddf7;AUSST;Aus Staker;;
7915290fffb9af0dc98414ff038fce20972eb85140f310006589d6c7;KXP;KXP;;
daf728423ab6deca8053ae40c656afcb4a9fb80bb06a83fc2fe67871;ASIC;ASIC Pool;100;ada.asic.network
3c57cc6b808280758b369d694285db1a0fcb420a4b5cc5f363c3657d;ZERO;Zero Staking Pool;;
7727dc5e2b1f4ebdf4084aca3223536997521e2253382df44b709a3a;"";"";;
83ed61f50d38d4621370d1dff2e72dad62c8e789df464b0649ba87ac;SABAI;SABAI 😎 Relaxing Stakepool;;
21f4cf72b4ad57029d1a6c6b370bd4697ffccba368760155e39f12eb;ENG86;ENG86 Pool;;
e7debade539dc55723a8bf7bebf07ef7fc80bfb6ea372355e37da67c;THNKS;谢谢 Thankyou Pool;;
ba8afcb79a251e47979fee3cbd5878e7fb7b153270986adc19063df5;SOLUT;Solutioncenter Stakepool;;
683e89fa1bcde139504b11fbfd914f8ebe9b8db2678b3da0abdcb2f1;POA;Proof of Africa;;
a40409b846e69a8c3f3b1a3aa20e5684bda0db354eb51ce02467ee13;WEST;🦅 Falconview West 🦅;;
3bc296e50585d6de57d7c49ae55b06b8bc3d04519705991f766c98b9;SOLO;SOLO;;
ea35dca8b71e257c4ba00d35775dd22a33014b237007690b469b7780;VIYA;Stake it![VIYA][INDIA];;
d09215fee2381af15f89451cf2e035a8f7479971d86ee5a8ffae0cea;ZLZ;ZLZ Stake Pool;78;github.com
981f2346217c13d527868c496fd850862d5b251d07d13fe1fdf74a84;ROBE;ROBE Pool;;
12e4492617ac5590657d6a4eae3b86b7eea39b07a0b01b85c0d6f791;MARK;MARKPool;;
e8e00995c7f3820fedf01e75a443c56e20f96ddcf9168b662ce2fdcd;LAT1;LAT1_Latino_Staking_Pool;91;cardanolatino.com
1658b71ff06e8d7ad18ada5d1e928302d045d1bbf79bd47c0e94c289;CDPS;Cardanopolis;;
